start_time,end_time,start_time_iso,end_time_iso,amount_value,amount_currency,line_item,user_id,project_id,organization_id,project_name,organization_name,user_email
1769990400,1770076800,2026-02-02T00:00:00,2026-02-03T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1770076800,1770163200,2026-02-03T00:00:00,2026-02-04T00:00:00,0.002102580000000000000000000000,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1770163200,1770249600,2026-02-04T00:00:00,2026-02-05T00:00:00,0.000003800000000000000000000000000,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1770249600,1770336000,2026-02-05T00:00:00,2026-02-06T00:00:00,3.400000000000000000000000000E-7,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1770336000,1770422400,2026-02-06T00:00:00,2026-02-07T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1770422400,1770508800,2026-02-07T00:00:00,2026-02-08T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1770508800,1770595200,2026-02-08T00:00:00,2026-02-09T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1770595200,1770681600,2026-02-09T00:00:00,2026-02-10T00:00:00,7.623906640000000000000000000,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1770681600,1770768000,2026-02-10T00:00:00,2026-02-11T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1770768000,1770854400,2026-02-11T00:00:00,2026-02-12T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1770854400,1770940800,2026-02-12T00:00:00,2026-02-13T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1770940800,1771027200,2026-02-13T00:00:00,2026-02-14T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1771027200,1771113600,2026-02-14T00:00:00,2026-02-15T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1771113600,1771200000,2026-02-15T00:00:00+00:00,2026-02-16T00:00:00+00:00,,,,,,,,,
1771200000,1771286400,2026-02-16T00:00:00,2026-02-17T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1771286400,1771372800,2026-02-17T00:00:00,2026-02-18T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1771372800,1771459200,2026-02-18T00:00:00,2026-02-19T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1771459200,1771545600,2026-02-19T00:00:00,2026-02-20T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1771545600,1771632000,2026-02-20T00:00:00,2026-02-21T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1771632000,1771718400,2026-02-21T00:00:00,2026-02-22T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1771718400,1771804800,2026-02-22T00:00:00+00:00,2026-02-23T00:00:00+00:00,,,,,,,,,
1771804800,1771891200,2026-02-23T00:00:00,2026-02-24T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1771891200,1771977600,2026-02-24T00:00:00,2026-02-25T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1771977600,1772064000,2026-02-25T00:00:00,2026-02-26T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1772064000,1772150400,2026-02-26T00:00:00,2026-02-27T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1772150400,1772236800,2026-02-27T00:00:00,2026-02-28T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1772236800,1772323200,2026-02-28T00:00:00,2026-03-01T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1772323200,1772409600,2026-03-01T00:00:00,2026-03-02T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1772409600,1772496000,2026-03-02T00:00:00,2026-03-03T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1772496000,1772582400,2026-03-03T00:00:00,2026-03-04T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
1772582400,1772668800,2026-03-04T00:00:00,2026-03-05T00:00:00,0E-6176,usd,,,proj_msEkJG1nRHDP4m14v2fKTfHS,org-KTuDSELFndjhGkIrrqOtCNz4,Default project,Personal,
